"","Date","word"
"909",2014-02-01,"oil"
"910",2014-02-01,"oil"
"911",2014-02-01,"oil"
"912",2014-02-01,"oil"
"913",2014-02-01,"oil"
"914",2014-02-01,"oil"
"915",2014-02-01,"oil"
"916",2014-02-01,"oil"
"917",2014-02-01,"oil"
"918",2014-02-01,"oil"
"919",2014-02-01,"oil"
"920",2014-02-01,"oil"
"921",2014-02-01,"oil"
"922",2014-02-01,"oil"
"923",2014-02-01,"oil"
"924",2014-02-01,"oil"
"925",2014-02-01,"oil"
"926",2014-02-01,"oil"
"927",2014-02-01,"oil"
"928",2014-02-01,"oil"
"929",2014-02-01,"oil"
"930",2014-02-01,"oil"
"931",2014-02-01,"oil"
"932",2014-02-01,"oil"
