Apple Juice
Malic Acid
Grape Juice
Resveratrol
Lemon
Aloe Leaf Juice
Jojoba Oil
Shea Butter
Acai Berry
Goji Berry
Rose Hip Fruit
Fruit Stem Cells Blend
Grape Seed Oil
Passion Flower
Kiwi Seed Oil
Pineapple Enzymes
Orange
Carrot Root
Sweet Cherry
Pomegranate
Red Raspberry
Raw Cane Sugar
Blueberry Seed Oil
Cranberry Seed Oil
Strawberry Seed Oil
Algae
Bearberry Leaf Extract
Marigold Flower Extract
Cucumber Extract
Green Tea Leaf
Licorice Root
Chamomile Flower
Lemon Balm Leaf
Sage Leaf
Dandelion Leaf
Linden Leaf
White Tea Leaf
Olive Oil
Safflower Seed Oil
Coconut Oil
Cocoa Butter
Sunflower Oil
Avocado Oil
Sweet Almond Oil
Sesame Oil
Borage Seed Oil
Linseed Seed Oil
Evening Primrose Oil
Carnauba Wax from plants
Candelilla Wax from plants
Willow Bark
Bamboo Powder
Oat
Corn Extract
Agave Leaf
Ylang Ylang
Grapefruit
Algae
Vitamin B3
Sacred Lily
Squalane from Olives
Coconut Alkanes
Hyaluronic Acid from plants
Argan Phyto-Pigment
Rice Powder
Lotus Phyto-Pigment
Mango Seed Butter
Cape Lilac Phyto-Pigment
Moringa Oil
Plant Waxes
Purple Carrot Phyto-Pigment
Rose Phyto-Pigment
Daisy
Alder
Black alder
Common alder
False alder
Gray alder
Speckled alder
Striped alder
White alder
Almond
Ambrosia
Tall ambrosia
Amy root
Angel trumpet
Apple
Apricot
Arfaj
Arizona sycamore
Arrowwood
Indian arrowwood
Ash
Black ash
Blue ash
Cane ash
Green ash
Maple ash
Red ash
River ash
Swamp ash
White ash
Water ash
Azolla
Carolina azolla
Bamboo
Banana
Baobab
Bay
Bay laurel
California bay
Bean
Bearberry
Bear corn
Beech
Bindweed
Blue bindweed
Bird's nest
Bird's nest plant
Birch
Black birch
Bolean birch
Canoe birch
Cherry birch
European weeping birch
European white birch
Gray birch
Mahogany birch
Paper birch
Red birch
River birch
Silver birch
Spice birch
Sweet birch
Water birch
Weeping birch
White birch
Yellow birch
Bittercress
Hairy bittercress
Bittersweet
Trailing bittersweet
Bitterweed
Blackberry
Hispid swamp blackberry
Pennsylvania blackberry
Running swamp blackberry
Black cap
Black-eyed Susan
Blackhaw
Blackiehead
Black-weed
Blueberry
Blue-of-the-heavens
Bow-wood
Box
False box
Boxelder
Boxwood
False boxwood
Brier
Sand brier
Brittlebush
Broadleaf
Brown Betty
Brown-eyed Susan
Buckeye
buckeye
Buffalo weed
Butterfly flower
Butterfly weed
Cabbage
